tissueId, geneId, level, confidence, cellType 
oral_mucosa,RELA,Medium,Supported,squamous_epithelial_cells
ovary,RELA,High,Supported,follicle_cells
ovary,RELA,Low,Supported,ovarian_stroma_cells
pancreas,RELA,Medium,Supported,exocrine_glandular_cells
pancreas,RELA,Low,Supported,islets_of_Langerhans
parathyroid_gland,RELA,High,Supported,glandular_cells
placenta,RELA,Medium,Supported,decidual_cells
placenta,RELA,High,Supported,trophoblastic_cells
prostate,RELA,Medium,Supported,glandular_cells
rectum,RELA,High,Supported,glandular_cells
salivary_gland,RELA,Medium,Supported,glandular_cells
seminal_vesicle,RELA,Low,Supported,glandular_cells
skeletal_muscle,RELA,Medium,Supported,myocytes
skin_1,RELA,Medium,Supported,fibroblasts
skin_1,RELA,Medium,Supported,keratinocytes
skin_1,RELA,Medium,Supported,Langerhans
skin_1,RELA,Medium,Supported,melanocytes
skin_2,RELA,Medium,Supported,epidermal_cells
small_intestine,RELA,Medium,Supported,glandular_cells
smooth_muscle,RELA,Low,Supported,smooth_muscle_cells
soft_tissue_1,RELA,Low,Supported,adipocytes
soft_tissue_1,RELA,Medium,Supported,fibroblasts
soft_tissue_1,RELA,Medium,Supported,peripheral_nerve
soft_tissue_2,RELA,Low,Supported,adipocytes
soft_tissue_2,RELA,Medium,Supported,fibroblasts
spleen,RELA,Low,Supported,cells_in_red_pulp
spleen,RELA,High,Supported,cells_in_white_pulp
stomach_1,RELA,Medium,Supported,glandular_cells
stomach_2,RELA,Medium,Supported,glandular_cells
testis,RELA,Medium,Supported,cells_in_seminiferous_ducts
testis,RELA,Medium,Supported,Leydig_cells
thyroid_gland,RELA,High,Supported,glandular_cells
tonsil,RELA,High,Supported,germinal_center_cells
tonsil,RELA,High,Supported,non_germinal_center_cells
tonsil,RELA,High,Supported,squamous_epithelial_cells
urinary_bladder,RELA,High,Supported,urothelial_cells
vagina,RELA,Low,Supported,squamous_epithelial_cells
adrenal_gland,PTPN1,Low,Approved,glandular_cells
appendix,PTPN1,Medium,Approved,glandular_cells
appendix,PTPN1,High,Approved,lymphoid_tissue
bone_marrow,PTPN1,Medium,Approved,hematopoietic_cells
breast,PTPN1,Medium,Approved,glandular_cells
bronchus,PTPN1,Medium,Approved,respiratory_epithelial_cells
caudate,PTPN1,High,Approved,glial_cells
cerebral_cortex,PTPN1,Low,Approved,neuronal_cells
cervix__uterine,PTPN1,Low,Approved,glandular_cells
colon,PTPN1,High,Approved,endothelial_cells
colon,PTPN1,High,Approved,glandular_cells
duodenum,PTPN1,High,Approved,glandular_cells
epididymis,PTPN1,Medium,Approved,glandular_cells
esophagus,PTPN1,Low,Approved,squamous_epithelial_cells
fallopian_tube,PTPN1,High,Approved,glandular_cells
hippocampus,PTPN1,Medium,Approved,glial_cells
kidney,PTPN1,High,Approved,cells_in_glomeruli
kidney,PTPN1,Medium,Approved,cells_in_tubules
lung,PTPN1,High,Approved,macrophages
lung,PTPN1,Medium,Approved,pneumocytes
lymph_node,PTPN1,High,Approved,germinal_center_cells
lymph_node,PTPN1,Medium,Approved,non_germinal_center_cells
nasopharynx,PTPN1,Medium,Approved,respiratory_epithelial_cells
pancreas,PTPN1,Low,Approved,islets_of_Langerhans
placenta,PTPN1,Low,Approved,decidual_cells
placenta,PTPN1,High,Approved,trophoblastic_cells
rectum,PTPN1,Medium,Approved,glandular_cells
salivary_gland,PTPN1,Medium,Approved,glandular_cells
skin_1,PTPN1,Medium,Approved,keratinocytes
skin_1,PTPN1,High,Approved,Langerhans
skin_1,PTPN1,Low,Approved,melanocytes
small_intestine,PTPN1,High,Approved,glandular_cells
spleen,PTPN1,Medium,Approved,cells_in_red_pulp
spleen,PTPN1,High,Approved,cells_in_white_pulp
stomach_1,PTPN1,Medium,Approved,glandular_cells
stomach_2,PTPN1,Medium,Approved,glandular_cells
testis,PTPN1,Medium,Approved,cells_in_seminiferous_ducts
testis,PTPN1,Medium,Approved,Leydig_cells
thyroid_gland,PTPN1,Low,Approved,glandular_cells
tonsil,PTPN1,High,Approved,germinal_center_cells
tonsil,PTPN1,Medium,Approved,non_germinal_center_cells
tonsil,PTPN1,High,Approved,squamous_epithelial_cells
urinary_bladder,PTPN1,Medium,Approved,urothelial_cells
appendix,PTPN6,High,Supported,lymphoid_tissue
bone_marrow,PTPN6,Low,Supported,hematopoietic_cells
breast,PTPN6,Low,Supported,adipocytes
breast,PTPN6,Low,Supported,glandular_cells
breast,PTPN6,Low,Supported,myoepithelial_cells
fallopian_tube,PTPN6,Low,Supported,glandular_cells
lung,PTPN6,Medium,Supported,macrophages
lymph_node,PTPN6,High,Supported,germinal_center_cells
lymph_node,PTPN6,High,Supported,non_germinal_center_cells
placenta,PTPN6,Low,Supported,decidual_cells
placenta,PTPN6,Low,Supported,trophoblastic_cells
skin_1,PTPN6,Low,Supported,Langerhans
soft_tissue_1,PTPN6,Low,Supported,adipocytes
soft_tissue_2,PTPN6,Low,Supported,adipocytes
spleen,PTPN6,Medium,Supported,cells_in_red_pulp
spleen,PTPN6,High,Supported,cells_in_white_pulp
tonsil,PTPN6,Medium,Supported,germinal_center_cells
tonsil,PTPN6,High,Supported,non_germinal_center_cells
adrenal_gland,SOCS1,Medium,Approved,glandular_cells
appendix,SOCS1,Medium,Approved,glandular_cells
appendix,SOCS1,Medium,Approved,lymphoid_tissue
bone_marrow,SOCS1,Medium,Approved,hematopoietic_cells
breast,SOCS1,Medium,Approved,glandular_cells
breast,SOCS1,Medium,Approved,myoepithelial_cells
bronchus,SOCS1,Medium,Approved,respiratory_epithelial_cells
caudate,SOCS1,Low,Approved,glial_cells
caudate,SOCS1,Low,Approved,neuronal_cells
cerebellum,SOCS1,Low,Approved,cells_in_granular_layer
cerebellum,SOCS1,Low,Approved,cells_in_molecular_layer
cerebellum,SOCS1,Low,Approved,Purkinje_cells
cerebral_cortex,SOCS1,Low,Approved,endothelial_cells
cerebral_cortex,SOCS1,Low,Approved,glial_cells
cerebral_cortex,SOCS1,Low,Approved,neuronal_cells
cerebral_cortex,SOCS1,Low,Approved,neuropil
cervix__uterine,SOCS1,Low,Approved,glandular_cells
cervix__uterine,SOCS1,Medium,Approved,squamous_epithelial_cells
colon,SOCS1,Medium,Approved,endothelial_cells
colon,SOCS1,Medium,Approved,glandular_cells
colon,SOCS1,Medium,Approved,peripheral_nerve_ganglion
duodenum,SOCS1,Medium,Approved,glandular_cells
endometrium_1,SOCS1,Medium,Approved,cells_in_endometrial_stroma
endometrium_1,SOCS1,Medium,Approved,glandular_cells
endometrium_2,SOCS1,Medium,Approved,glandular_cells
epididymis,SOCS1,Low,Approved,glandular_cells
esophagus,SOCS1,Medium,Approved,squamous_epithelial_cells
fallopian_tube,SOCS1,Medium,Approved,glandular_cells
gallbladder,SOCS1,Medium,Approved,glandular_cells
heart_muscle,SOCS1,Low,Approved,myocytes
hippocampus,SOCS1,Low,Approved,glial_cells
hippocampus,SOCS1,Low,Approved,neuronal_cells
kidney,SOCS1,Low,Approved,cells_in_glomeruli
kidney,SOCS1,Medium,Approved,cells_in_tubules
liver,SOCS1,Low,Approved,bile_duct_cells
liver,SOCS1,Low,Approved,hepatocytes
lung,SOCS1,Medium,Approved,macrophages
lung,SOCS1,Medium,Approved,pneumocytes
lymph_node,SOCS1,Low,Approved,germinal_center_cells
lymph_node,SOCS1,Medium,Approved,non_germinal_center_cells
nasopharynx,SOCS1,Medium,Approved,respiratory_epithelial_cells
oral_mucosa,SOCS1,Low,Approved,squamous_epithelial_cells
ovary,SOCS1,Medium,Approved,follicle_cells
ovary,SOCS1,Low,Approved,ovarian_stroma_cells
pancreas,SOCS1,Low,Approved,exocrine_glandular_cells
pancreas,SOCS1,Low,Approved,islets_of_Langerhans
parathyroid_gland,SOCS1,Low,Approved,glandular_cells
placenta,SOCS1,Medium,Approved,trophoblastic_cells
prostate,SOCS1,Medium,Approved,glandular_cells
rectum,SOCS1,Medium,Approved,glandular_cells
salivary_gland,SOCS1,Medium,Approved,glandular_cells
seminal_vesicle,SOCS1,Medium,Approved,glandular_cells
skeletal_muscle,SOCS1,Low,Approved,myocytes
skin_1,SOCS1,Low,Approved,fibroblasts
skin_1,SOCS1,Low,Approved,keratinocytes
skin_1,SOCS1,Low,Approved,Langerhans
skin_1,SOCS1,Low,Approved,melanocytes
skin_2,SOCS1,Low,Approved,epidermal_cells
small_intestine,SOCS1,Medium,Approved,glandular_cells
smooth_muscle,SOCS1,Low,Approved,smooth_muscle_cells
soft_tissue_1,SOCS1,Low,Approved,chondrocytes
soft_tissue_1,SOCS1,Medium,Approved,fibroblasts
soft_tissue_1,SOCS1,Low,Approved,peripheral_nerve
soft_tissue_2,SOCS1,Medium,Approved,fibroblasts
soft_tissue_2,SOCS1,Medium,Approved,peripheral_nerve
spleen,SOCS1,Low,Approved,cells_in_red_pulp
spleen,SOCS1,Low,Approved,cells_in_white_pulp
stomach_1,SOCS1,Medium,Approved,glandular_cells
stomach_2,SOCS1,Medium,Approved,glandular_cells
testis,SOCS1,Medium,Approved,cells_in_seminiferous_ducts
testis,SOCS1,Medium,Approved,Leydig_cells
thyroid_gland,SOCS1,Medium,Approved,glandular_cells
tonsil,SOCS1,Medium,Approved,germinal_center_cells
tonsil,SOCS1,Medium,Approved,non_germinal_center_cells
tonsil,SOCS1,Medium,Approved,squamous_epithelial_cells
urinary_bladder,SOCS1,Medium,Approved,urothelial_cells
vagina,SOCS1,Low,Approved,squamous_epithelial_cells
adrenal_gland,SOCS3,Medium,Approved,glandular_cells
appendix,SOCS3,Low,Approved,glandular_cells
bone_marrow,SOCS3,Medium,Approved,hematopoietic_cells
bronchus,SOCS3,Low,Approved,respiratory_epithelial_cells
caudate,SOCS3,Low,Approved,glial_cells
cerebellum,SOCS3,Medium,Approved,cells_in_granular_layer
cerebellum,SOCS3,Medium,Approved,cells_in_molecular_layer
cerebellum,SOCS3,Low,Approved,Purkinje_cells
cerebral_cortex,SOCS3,Medium,Approved,neuronal_cells
cerebral_cortex,SOCS3,Medium,Approved,neuropil
cervix__uterine,SOCS3,Low,Approved,glandular_cells
colon,SOCS3,Low,Approved,endothelial_cells
colon,SOCS3,Medium,Approved,glandular_cells
colon,SOCS3,Low,Approved,peripheral_nerve_ganglion
duodenum,SOCS3,Medium,Approved,glandular_cells
endometrium_1,SOCS3,Medium,Approved,glandular_cells
endometrium_2,SOCS3,Medium,Approved,glandular_cells
epididymis,SOCS3,Medium,Approved,glandular_cells
esophagus,SOCS3,Medium,Approved,squamous_epithelial_cells
fallopian_tube,SOCS3,High,Approved,glandular_cells
gallbladder,SOCS3,High,Approved,glandular_cells
heart_muscle,SOCS3,Medium,Approved,myocytes
hippocampus,SOCS3,Medium,Approved,neuronal_cells
kidney,SOCS3,Medium,Approved,cells_in_tubules
liver,SOCS3,Low,Approved,bile_duct_cells
lung,SOCS3,Low,Approved,macrophages
lung,SOCS3,Low,Approved,pneumocytes
nasopharynx,SOCS3,Medium,Approved,respiratory_epithelial_cells
oral_mucosa,SOCS3,Low,Approved,squamous_epithelial_cells
ovary,SOCS3,Medium,Approved,ovarian_stroma_cells
pancreas,SOCS3,Low,Approved,exocrine_glandular_cells
pancreas,SOCS3,Low,Approved,islets_of_Langerhans
placenta,SOCS3,Low,Approved,trophoblastic_cells
rectum,SOCS3,Medium,Approved,glandular_cells
salivary_gland,SOCS3,Medium,Approved,glandular_cells
seminal_vesicle,SOCS3,Medium,Approved,glandular_cells
skeletal_muscle,SOCS3,Medium,Approved,myocytes
skin_2,SOCS3,Medium,Approved,epidermal_cells
small_intestine,SOCS3,Medium,Approved,glandular_cells
soft_tissue_2,SOCS3,Low,Approved,peripheral_nerve
stomach_1,SOCS3,Medium,Approved,glandular_cells
stomach_2,SOCS3,Medium,Approved,glandular_cells
testis,SOCS3,Low,Approved,cells_in_seminiferous_ducts
testis,SOCS3,Low,Approved,Leydig_cells
thyroid_gland,SOCS3,Medium,Approved,glandular_cells
tonsil,SOCS3,Medium,Approved,squamous_epithelial_cells
urinary_bladder,SOCS3,Medium,Approved,urothelial_cells
vagina,SOCS3,Medium,Approved,squamous_epithelial_cells
adrenal_gland,SOCS2,Medium,Approved,glandular_cells
appendix,SOCS2,Medium,Approved,glandular_cells
appendix,SOCS2,Low,Approved,lymphoid_tissue
bone_marrow,SOCS2,Low,Approved,hematopoietic_cells
breast,SOCS2,Low,Approved,adipocytes
breast,SOCS2,Medium,Approved,glandular_cells
breast,SOCS2,Medium,Approved,myoepithelial_cells
bronchus,SOCS2,Medium,Approved,respiratory_epithelial_cells
caudate,SOCS2,Medium,Approved,glial_cells
caudate,SOCS2,Medium,Approved,neuronal_cells
cerebellum,SOCS2,Medium,Approved,cells_in_granular_layer
cerebellum,SOCS2,Medium,Approved,cells_in_molecular_layer
cerebellum,SOCS2,Medium,Approved,Purkinje_cells
cerebral_cortex,SOCS2,Low,Approved,endothelial_cells
cerebral_cortex,SOCS2,Medium,Approved,glial_cells
cerebral_cortex,SOCS2,Medium,Approved,neuronal_cells
cerebral_cortex,SOCS2,Medium,Approved,neuropil
cervix__uterine,SOCS2,Low,Approved,glandular_cells
cervix__uterine,SOCS2,Medium,Approved,squamous_epithelial_cells
colon,SOCS2,Medium,Approved,endothelial_cells
colon,SOCS2,Medium,Approved,glandular_cells
colon,SOCS2,Medium,Approved,peripheral_nerve_ganglion
duodenum,SOCS2,Medium,Approved,glandular_cells
endometrium_1,SOCS2,Medium,Approved,cells_in_endometrial_stroma
endometrium_1,SOCS2,High,Approved,glandular_cells
endometrium_2,SOCS2,Medium,Approved,glandular_cells
epididymis,SOCS2,High,Approved,glandular_cells
esophagus,SOCS2,Medium,Approved,squamous_epithelial_cells
fallopian_tube,SOCS2,Medium,Approved,glandular_cells
gallbladder,SOCS2,Medium,Approved,glandular_cells
heart_muscle,SOCS2,Low,Approved,myocytes
hippocampus,SOCS2,Medium,Approved,neuronal_cells
kidney,SOCS2,Medium,Approved,cells_in_glomeruli
kidney,SOCS2,Medium,Approved,cells_in_tubules
liver,SOCS2,Medium,Approved,bile_duct_cells
liver,SOCS2,Low,Approved,hepatocytes
lung,SOCS2,Medium,Approved,macrophages
lung,SOCS2,Low,Approved,pneumocytes
lymph_node,SOCS2,Low,Approved,germinal_center_cells
lymph_node,SOCS2,Medium,Approved,non_germinal_center_cells
nasopharynx,SOCS2,Medium,Approved,respiratory_epithelial_cells
oral_mucosa,SOCS2,Medium,Approved,squamous_epithelial_cells
ovary,SOCS2,Medium,Approved,follicle_cells
ovary,SOCS2,Medium,Approved,ovarian_stroma_cells
pancreas,SOCS2,Low,Approved,exocrine_glandular_cells
pancreas,SOCS2,Medium,Approved,islets_of_Langerhans
parathyroid_gland,SOCS2,Medium,Approved,glandular_cells
placenta,SOCS2,Medium,Approved,decidual_cells
placenta,SOCS2,High,Approved,trophoblastic_cells
prostate,SOCS2,Medium,Approved,glandular_cells
rectum,SOCS2,Medium,Approved,glandular_cells
salivary_gland,SOCS2,Medium,Approved,glandular_cells
seminal_vesicle,SOCS2,Medium,Approved,glandular_cells
skeletal_muscle,SOCS2,Low,Approved,myocytes
skin_1,SOCS2,Medium,Approved,fibroblasts
skin_1,SOCS2,Medium,Approved,keratinocytes
skin_1,SOCS2,Medium,Approved,Langerhans
skin_1,SOCS2,Medium,Approved,melanocytes
skin_2,SOCS2,Low,Approved,epidermal_cells
small_intestine,SOCS2,Medium,Approved,glandular_cells
smooth_muscle,SOCS2,Low,Approved,smooth_muscle_cells
soft_tissue_1,SOCS2,Low,Approved,fibroblasts
soft_tissue_1,SOCS2,Low,Approved,peripheral_nerve
soft_tissue_2,SOCS2,Low,Approved,adipocytes
soft_tissue_2,SOCS2,Low,Approved,fibroblasts
soft_tissue_2,SOCS2,Low,Approved,peripheral_nerve
spleen,SOCS2,Low,Approved,cells_in_red_pulp
spleen,SOCS2,Medium,Approved,cells_in_white_pulp
stomach_1,SOCS2,Medium,Approved,glandular_cells
stomach_2,SOCS2,Medium,Approved,glandular_cells
testis,SOCS2,Medium,Approved,cells_in_seminiferous_ducts
testis,SOCS2,Medium,Approved,Leydig_cells
thyroid_gland,SOCS2,Medium,Approved,glandular_cells
tonsil,SOCS2,Low,Approved,germinal_center_cells
tonsil,SOCS2,Medium,Approved,non_germinal_center_cells
tonsil,SOCS2,Medium,Approved,squamous_epithelial_cells
urinary_bladder,SOCS2,Medium,Approved,urothelial_cells
vagina,SOCS2,Low,Approved,squamous_epithelial_cells
adrenal_gland,NFKB1,Medium,Supported,glandular_cells
appendix,NFKB1,Medium,Supported,glandular_cells
appendix,NFKB1,Medium,Supported,lymphoid_tissue
bone_marrow,NFKB1,High,Supported,hematopoietic_cells
breast,NFKB1,Medium,Supported,glandular_cells
breast,NFKB1,Low,Supported,myoepithelial_cells
bronchus,NFKB1,Medium,Supported,respiratory_epithelial_cells
caudate,NFKB1,Low,Supported,neuronal_cells
cerebellum,NFKB1,Low,Supported,cells_in_granular_layer
cerebellum,NFKB1,Medium,Supported,Purkinje_cells
cerebral_cortex,NFKB1,Low,Supported,endothelial_cells
cerebral_cortex,NFKB1,Low,Supported,neuropil
cervix__uterine,NFKB1,Low,Supported,glandular_cells
colon,NFKB1,Low,Supported,endothelial_cells
colon,NFKB1,Medium,Supported,glandular_cells
duodenum,NFKB1,Low,Supported,glandular_cells
endometrium_1,NFKB1,Low,Supported,cells_in_endometrial_stroma
endometrium_1,NFKB1,Low,Supported,glandular_cells
endometrium_2,NFKB1,Medium,Supported,glandular_cells
epididymis,NFKB1,Medium,Supported,glandular_cells
esophagus,NFKB1,Medium,Supported,squamous_epithelial_cells
fallopian_tube,NFKB1,Medium,Supported,glandular_cells
gallbladder,NFKB1,Medium,Supported,glandular_cells
kidney,NFKB1,Low,Supported,cells_in_glomeruli
kidney,NFKB1,Low,Supported,cells_in_tubules
lung,NFKB1,Low,Supported,pneumocytes
lymph_node,NFKB1,High,Supported,germinal_center_cells
lymph_node,NFKB1,High,Supported,non_germinal_center_cells
nasopharynx,NFKB1,Medium,Supported,respiratory_epithelial_cells
oral_mucosa,NFKB1,Low,Supported,squamous_epithelial_cells
ovary,NFKB1,Low,Supported,follicle_cells
ovary,NFKB1,Low,Supported,ovarian_stroma_cells
pancreas,NFKB1,Low,Supported,exocrine_glandular_cells
parathyroid_gland,NFKB1,Medium,Supported,glandular_cells
placenta,NFKB1,Medium,Supported,decidual_cells
placenta,NFKB1,Medium,Supported,trophoblastic_cells
prostate,NFKB1,Low,Supported,glandular_cells
rectum,NFKB1,Medium,Supported,glandular_cells
salivary_gland,NFKB1,Low,Supported,glandular_cells
seminal_vesicle,NFKB1,Medium,Supported,glandular_cells
skin_1,NFKB1,Low,Supported,fibroblasts
skin_1,NFKB1,Low,Supported,keratinocytes
skin_1,NFKB1,Low,Supported,melanocytes
skin_2,NFKB1,Medium,Supported,epidermal_cells
small_intestine,NFKB1,Medium,Supported,glandular_cells
smooth_muscle,NFKB1,Low,Supported,smooth_muscle_cells
soft_tissue_1,NFKB1,Low,Supported,fibroblasts
soft_tissue_2,NFKB1,Low,Supported,fibroblasts
spleen,NFKB1,Medium,Supported,cells_in_white_pulp
stomach_1,NFKB1,Medium,Supported,glandular_cells
stomach_2,NFKB1,Low,Supported,glandular_cells
testis,NFKB1,Medium,Supported,cells_in_seminiferous_ducts
testis,NFKB1,Low,Supported,Leydig_cells
thyroid_gland,NFKB1,Low,Supported,glandular_cells
tonsil,NFKB1,High,Supported,germinal_center_cells
tonsil,NFKB1,High,Supported,non_germinal_center_cells
tonsil,NFKB1,Medium,Supported,squamous_epithelial_cells
urinary_bladder,NFKB1,High,Supported,urothelial_cells
vagina,NFKB1,Low,Supported,squamous_epithelial_cells
adrenal_gland,FADD,Medium,Supported,glandular_cells
appendix,FADD,Medium,Supported,glandular_cells
appendix,FADD,Medium,Supported,lymphoid_tissue
bronchus,FADD,Low,Supported,respiratory_epithelial_cells
caudate,FADD,Low,Supported,glial_cells
cerebellum,FADD,Low,Supported,cells_in_granular_layer
cerebellum,FADD,Low,Supported,cells_in_molecular_layer
cerebellum,FADD,Medium,Supported,Purkinje_cells
cerebral_cortex,FADD,Low,Supported,glial_cells
cerebral_cortex,FADD,Low,Supported,neuronal_cells
cerebral_cortex,FADD,Medium,Supported,neuropil
cervix__uterine,FADD,Low,Supported,glandular_cells
colon,FADD,Medium,Supported,glandular_cells
colon,FADD,Medium,Supported,peripheral_nerve_ganglion
duodenum,FADD,Medium,Supported,glandular_cells
endometrium_1,FADD,Low,Supported,glandular_cells
endometrium_2,FADD,Medium,Supported,glandular_cells
epididymis,FADD,Medium,Supported,glandular_cells
fallopian_tube,FADD,Low,Supported,glandular_cells
gallbladder,FADD,Medium,Supported,glandular_cells
hippocampus,FADD,Low,Supported,glial_cells
hippocampus,FADD,Medium,Supported,neuronal_cells
kidney,FADD,Low,Supported,cells_in_tubules
liver,FADD,Low,Supported,bile_duct_cells
lung,FADD,Low,Supported,macrophages
lymph_node,FADD,Low,Supported,germinal_center_cells
lymph_node,FADD,Low,Supported,non_germinal_center_cells
nasopharynx,FADD,Medium,Supported,respiratory_epithelial_cells
pancreas,FADD,Low,Supported,islets_of_Langerhans
placenta,FADD,Low,Supported,decidual_cells
placenta,FADD,Medium,Supported,trophoblastic_cells
rectum,FADD,Low,Supported,glandular_cells
salivary_gland,FADD,Medium,Supported,glandular_cells
seminal_vesicle,FADD,Low,Supported,glandular_cells
skin_1,FADD,Low,Supported,keratinocytes
skin_1,FADD,Medium,Supported,melanocytes
skin_2,FADD,Low,Supported,epidermal_cells
small_intestine,FADD,Low,Supported,glandular_cells
soft_tissue_2,FADD,Low,Supported,peripheral_nerve
spleen,FADD,Low,Supported,cells_in_red_pulp
spleen,FADD,Low,Supported,cells_in_white_pulp
stomach_1,FADD,Medium,Supported,glandular_cells
stomach_2,FADD,Low,Supported,glandular_cells
thyroid_gland,FADD,Medium,Supported,glandular_cells
tonsil,FADD,Low,Supported,germinal_center_cells
tonsil,FADD,Low,Supported,non_germinal_center_cells
urinary_bladder,FADD,Medium,Supported,urothelial_cells
placenta,CSH1,High,Supported,trophoblastic_cells
adrenal_gland,MAPK3,Medium,Approved,glandular_cells
appendix,MAPK3,Medium,Approved,glandular_cells
appendix,MAPK3,Low,Approved,lymphoid_tissue
bone_marrow,MAPK3,Medium,Approved,hematopoietic_cells
breast,MAPK3,Low,Approved,adipocytes
breast,MAPK3,Medium,Approved,glandular_cells
breast,MAPK3,Medium,Approved,myoepithelial_cells
bronchus,MAPK3,High,Approved,respiratory_epithelial_cells
caudate,MAPK3,Medium,Approved,glial_cells
caudate,MAPK3,High,Approved,neuronal_cells
cerebellum,MAPK3,Medium,Approved,cells_in_granular_layer
cerebellum,MAPK3,Medium,Approved,cells_in_molecular_layer
cerebellum,MAPK3,High,Approved,Purkinje_cells
cerebral_cortex,MAPK3,Medium,Approved,endothelial_cells
cerebral_cortex,MAPK3,Medium,Approved,glial_cells
cerebral_cortex,MAPK3,High,Approved,neuronal_cells
cerebral_cortex,MAPK3,Low,Approved,neuropil
cervix__uterine,MAPK3,Medium,Approved,glandular_cells
cervix__uterine,MAPK3,Low,Approved,squamous_epithelial_cells
colon,MAPK3,Medium,Approved,endothelial_cells
colon,MAPK3,High,Approved,glandular_cells
colon,MAPK3,Medium,Approved,peripheral_nerve_ganglion
duodenum,MAPK3,Medium,Approved,glandular_cells
endometrium_1,MAPK3,Medium,Approved,cells_in_endometrial_stroma
endometrium_1,MAPK3,Medium,Approved,glandular_cells
endometrium_2,MAPK3,Low,Approved,cells_in_endometrial_stroma
endometrium_2,MAPK3,Medium,Approved,glandular_cells
epididymis,MAPK3,Medium,Approved,glandular_cells
esophagus,MAPK3,Medium,Approved,squamous_epithelial_cells
fallopian_tube,MAPK3,High,Approved,glandular_cells
gallbladder,MAPK3,Medium,Approved,glandular_cells
heart_muscle,MAPK3,Medium,Approved,myocytes
hippocampus,MAPK3,Medium,Approved,glial_cells
hippocampus,MAPK3,High,Approved,neuronal_cells
kidney,MAPK3,Medium,Approved,cells_in_glomeruli
kidney,MAPK3,Medium,Approved,cells_in_tubules
liver,MAPK3,Low,Approved,bile_duct_cells
liver,MAPK3,Low,Approved,hepatocytes
lung,MAPK3,Medium,Approved,macrophages
lung,MAPK3,Medium,Approved,pneumocytes
lymph_node,MAPK3,Medium,Approved,germinal_center_cells
lymph_node,MAPK3,Medium,Approved,non_germinal_center_cells
nasopharynx,MAPK3,High,Approved,respiratory_epithelial_cells
oral_mucosa,MAPK3,Medium,Approved,squamous_epithelial_cells
ovary,MAPK3,Medium,Approved,follicle_cells
ovary,MAPK3,Low,Approved,ovarian_stroma_cells
pancreas,MAPK3,High,Approved,exocrine_glandular_cells
pancreas,MAPK3,High,Approved,islets_of_Langerhans
parathyroid_gland,MAPK3,Medium,Approved,glandular_cells
placenta,MAPK3,Medium,Approved,decidual_cells
placenta,MAPK3,High,Approved,trophoblastic_cells
prostate,MAPK3,Medium,Approved,glandular_cells
rectum,MAPK3,Medium,Approved,glandular_cells
salivary_gland,MAPK3,Medium,Approved,glandular_cells
seminal_vesicle,MAPK3,Medium,Approved,glandular_cells
skeletal_muscle,MAPK3,Medium,Approved,myocytes
skin_1,MAPK3,Medium,Approved,fibroblasts
skin_1,MAPK3,Medium,Approved,keratinocytes
skin_1,MAPK3,Medium,Approved,Langerhans
skin_1,MAPK3,Medium,Approved,melanocytes
skin_2,MAPK3,Medium,Approved,epidermal_cells
small_intestine,MAPK3,Medium,Approved,glandular_cells
smooth_muscle,MAPK3,Medium,Approved,smooth_muscle_cells
soft_tissue_1,MAPK3,Low,Approved,adipocytes
soft_tissue_1,MAPK3,Low,Approved,chondrocytes
soft_tissue_1,MAPK3,Low,Approved,fibroblasts
soft_tissue_1,MAPK3,Low,Approved,peripheral_nerve
soft_tissue_2,MAPK3,Low,Approved,adipocytes
soft_tissue_2,MAPK3,Low,Approved,fibroblasts
soft_tissue_2,MAPK3,Low,Approved,peripheral_nerve
spleen,MAPK3,Medium,Approved,cells_in_red_pulp
spleen,MAPK3,Medium,Approved,cells_in_white_pulp
stomach_1,MAPK3,Medium,Approved,glandular_cells
stomach_2,MAPK3,Medium,Approved,glandular_cells
testis,MAPK3,Medium,Approved,cells_in_seminiferous_ducts
testis,MAPK3,Medium,Approved,Leydig_cells
thyroid_gland,MAPK3,Low,Approved,glandular_cells
tonsil,MAPK3,High,Approved,germinal_center_cells
tonsil,MAPK3,Medium,Approved,non_germinal_center_cells
tonsil,MAPK3,Low,Approved,squamous_epithelial_cells
urinary_bladder,MAPK3,High,Approved,urothelial_cells
vagina,MAPK3,Medium,Approved,squamous_epithelial_cells
adrenal_gland,MAPK1,High,Approved,glandular_cells
appendix,MAPK1,Medium,Approved,glandular_cells
appendix,MAPK1,Medium,Approved,lymphoid_tissue
bone_marrow,MAPK1,Medium,Approved,hematopoietic_cells
breast,MAPK1,High,Approved,adipocytes
breast,MAPK1,High,Approved,glandular_cells
breast,MAPK1,High,Approved,myoepithelial_cells
bronchus,MAPK1,High,Approved,respiratory_epithelial_cells
caudate,MAPK1,High,Approved,glial_cells
caudate,MAPK1,High,Approved,neuronal_cells
cerebellum,MAPK1,Medium,Approved,cells_in_granular_layer
cerebellum,MAPK1,Low,Approved,cells_in_molecular_layer
cerebellum,MAPK1,High,Approved,Purkinje_cells
cerebral_cortex,MAPK1,Medium,Approved,endothelial_cells
cerebral_cortex,MAPK1,Medium,Approved,glial_cells
cerebral_cortex,MAPK1,High,Approved,neuronal_cells
cerebral_cortex,MAPK1,High,Approved,neuropil
cervix__uterine,MAPK1,High,Approved,glandular_cells
cervix__uterine,MAPK1,Medium,Approved,squamous_epithelial_cells
colon,MAPK1,High,Approved,endothelial_cells
colon,MAPK1,High,Approved,glandular_cells
