tissueId, geneId, level, confidence, cellType 
colon,MAPK1,Medium,Approved,peripheral_nerve_ganglion
duodenum,MAPK1,High,Approved,glandular_cells
endometrium_1,MAPK1,Medium,Approved,cells_in_endometrial_stroma
endometrium_1,MAPK1,Medium,Approved,glandular_cells
endometrium_2,MAPK1,Medium,Approved,cells_in_endometrial_stroma
endometrium_2,MAPK1,Medium,Approved,glandular_cells
epididymis,MAPK1,Low,Approved,glandular_cells
esophagus,MAPK1,Low,Approved,squamous_epithelial_cells
fallopian_tube,MAPK1,High,Approved,glandular_cells
gallbladder,MAPK1,Low,Approved,glandular_cells
heart_muscle,MAPK1,Medium,Approved,myocytes
hippocampus,MAPK1,High,Approved,glial_cells
hippocampus,MAPK1,High,Approved,neuronal_cells
kidney,MAPK1,Medium,Approved,cells_in_glomeruli
kidney,MAPK1,Medium,Approved,cells_in_tubules
liver,MAPK1,Low,Approved,bile_duct_cells
liver,MAPK1,Low,Approved,hepatocytes
lung,MAPK1,High,Approved,macrophages
lung,MAPK1,High,Approved,pneumocytes
lymph_node,MAPK1,Medium,Approved,germinal_center_cells
lymph_node,MAPK1,High,Approved,non_germinal_center_cells
nasopharynx,MAPK1,Medium,Approved,respiratory_epithelial_cells
oral_mucosa,MAPK1,Medium,Approved,squamous_epithelial_cells
ovary,MAPK1,Medium,Approved,follicle_cells
ovary,MAPK1,Low,Approved,ovarian_stroma_cells
pancreas,MAPK1,High,Approved,exocrine_glandular_cells
pancreas,MAPK1,Medium,Approved,islets_of_Langerhans
parathyroid_gland,MAPK1,Medium,Approved,glandular_cells
placenta,MAPK1,Medium,Approved,decidual_cells
placenta,MAPK1,High,Approved,trophoblastic_cells
prostate,MAPK1,Medium,Approved,glandular_cells
rectum,MAPK1,High,Approved,glandular_cells
salivary_gland,MAPK1,Medium,Approved,glandular_cells
seminal_vesicle,MAPK1,Medium,Approved,glandular_cells
skeletal_muscle,MAPK1,Medium,Approved,myocytes
skin_1,MAPK1,Medium,Approved,fibroblasts
skin_1,MAPK1,Medium,Approved,keratinocytes
skin_1,MAPK1,Medium,Approved,Langerhans
skin_1,MAPK1,Medium,Approved,melanocytes
skin_2,MAPK1,Medium,Approved,epidermal_cells
small_intestine,MAPK1,Low,Approved,glandular_cells
smooth_muscle,MAPK1,Low,Approved,smooth_muscle_cells
soft_tissue_1,MAPK1,High,Approved,adipocytes
soft_tissue_1,MAPK1,Low,Approved,chondrocytes
soft_tissue_1,MAPK1,High,Approved,fibroblasts
soft_tissue_1,MAPK1,Medium,Approved,peripheral_nerve
soft_tissue_2,MAPK1,High,Approved,adipocytes
soft_tissue_2,MAPK1,High,Approved,fibroblasts
soft_tissue_2,MAPK1,Low,Approved,peripheral_nerve
spleen,MAPK1,Medium,Approved,cells_in_red_pulp
spleen,MAPK1,Medium,Approved,cells_in_white_pulp
stomach_1,MAPK1,Medium,Approved,glandular_cells
stomach_2,MAPK1,High,Approved,glandular_cells
testis,MAPK1,High,Approved,cells_in_seminiferous_ducts
testis,MAPK1,Medium,Approved,Leydig_cells
thyroid_gland,MAPK1,High,Approved,glandular_cells
tonsil,MAPK1,Medium,Approved,germinal_center_cells
tonsil,MAPK1,High,Approved,non_germinal_center_cells
tonsil,MAPK1,Low,Approved,squamous_epithelial_cells
urinary_bladder,MAPK1,High,Approved,urothelial_cells
vagina,MAPK1,High,Approved,squamous_epithelial_cells
adrenal_gland,STAT5B,Medium,Approved,glandular_cells
appendix,STAT5B,Low,Approved,glandular_cells
appendix,STAT5B,Low,Approved,lymphoid_tissue
bone_marrow,STAT5B,Low,Approved,hematopoietic_cells
breast,STAT5B,Low,Approved,glandular_cells
bronchus,STAT5B,Low,Approved,respiratory_epithelial_cells
cerebellum,STAT5B,Low,Approved,cells_in_granular_layer
cerebral_cortex,STAT5B,Medium,Approved,endothelial_cells
cerebral_cortex,STAT5B,Low,Approved,neuronal_cells
cerebral_cortex,STAT5B,Low,Approved,neuropil
cervix__uterine,STAT5B,Low,Approved,squamous_epithelial_cells
colon,STAT5B,Low,Approved,endothelial_cells
colon,STAT5B,Low,Approved,glandular_cells
colon,STAT5B,Low,Approved,peripheral_nerve_ganglion
duodenum,STAT5B,Low,Approved,glandular_cells
endometrium_1,STAT5B,Low,Approved,glandular_cells
epididymis,STAT5B,Low,Approved,glandular_cells
esophagus,STAT5B,Low,Approved,squamous_epithelial_cells
fallopian_tube,STAT5B,Low,Approved,glandular_cells
gallbladder,STAT5B,Low,Approved,glandular_cells
heart_muscle,STAT5B,Low,Approved,myocytes
kidney,STAT5B,Medium,Approved,cells_in_tubules
liver,STAT5B,Medium,Approved,hepatocytes
lung,STAT5B,Medium,Approved,macrophages
lung,STAT5B,Medium,Approved,pneumocytes
lymph_node,STAT5B,Low,Approved,germinal_center_cells
lymph_node,STAT5B,Medium,Approved,non_germinal_center_cells
nasopharynx,STAT5B,Low,Approved,respiratory_epithelial_cells
oral_mucosa,STAT5B,Low,Approved,squamous_epithelial_cells
placenta,STAT5B,Low,Approved,decidual_cells
placenta,STAT5B,Medium,Approved,trophoblastic_cells
prostate,STAT5B,Low,Approved,glandular_cells
rectum,STAT5B,Low,Approved,glandular_cells
salivary_gland,STAT5B,Low,Approved,glandular_cells
seminal_vesicle,STAT5B,Low,Approved,glandular_cells
skin_1,STAT5B,Low,Approved,fibroblasts
skin_1,STAT5B,Low,Approved,melanocytes
skin_2,STAT5B,Low,Approved,epidermal_cells
small_intestine,STAT5B,Low,Approved,glandular_cells
smooth_muscle,STAT5B,Low,Approved,smooth_muscle_cells
spleen,STAT5B,Low,Approved,cells_in_red_pulp
stomach_1,STAT5B,Medium,Approved,glandular_cells
stomach_2,STAT5B,Medium,Approved,glandular_cells
testis,STAT5B,Low,Approved,cells_in_seminiferous_ducts
testis,STAT5B,Medium,Approved,Leydig_cells
tonsil,STAT5B,Medium,Approved,germinal_center_cells
tonsil,STAT5B,Medium,Approved,non_germinal_center_cells
tonsil,STAT5B,Low,Approved,squamous_epithelial_cells
vagina,STAT5B,Low,Approved,squamous_epithelial_cells
adrenal_gland,STAT5A,Medium,Approved,glandular_cells
appendix,STAT5A,Medium,Approved,lymphoid_tissue
bone_marrow,STAT5A,Medium,Approved,hematopoietic_cells
breast,STAT5A,Medium,Approved,glandular_cells
colon,STAT5A,Low,Approved,endothelial_cells
colon,STAT5A,Low,Approved,peripheral_nerve_ganglion
fallopian_tube,STAT5A,Low,Approved,glandular_cells
gallbladder,STAT5A,Low,Approved,glandular_cells
kidney,STAT5A,Low,Approved,cells_in_tubules
liver,STAT5A,Low,Approved,bile_duct_cells
lung,STAT5A,Low,Approved,macrophages
lymph_node,STAT5A,High,Approved,germinal_center_cells
lymph_node,STAT5A,High,Approved,non_germinal_center_cells
ovary,STAT5A,Low,Approved,ovarian_stroma_cells
pancreas,STAT5A,Low,Approved,exocrine_glandular_cells
placenta,STAT5A,Medium,Approved,trophoblastic_cells
skin_1,STAT5A,Low,Approved,fibroblasts
skin_1,STAT5A,Low,Approved,melanocytes
soft_tissue_1,STAT5A,Medium,Approved,adipocytes
soft_tissue_1,STAT5A,Low,Approved,chondrocytes
soft_tissue_1,STAT5A,Low,Approved,peripheral_nerve
soft_tissue_2,STAT5A,Medium,Approved,adipocytes
soft_tissue_2,STAT5A,Low,Approved,peripheral_nerve
spleen,STAT5A,Low,Approved,cells_in_white_pulp
thyroid_gland,STAT5A,Low,Approved,glandular_cells
tonsil,STAT5A,Medium,Approved,germinal_center_cells
tonsil,STAT5A,High,Approved,non_germinal_center_cells
urinary_bladder,STAT5A,Low,Approved,urothelial_cells
adrenal_gland,IRAK1,Medium,Supported,glandular_cells
appendix,IRAK1,Medium,Supported,glandular_cells
appendix,IRAK1,Medium,Supported,lymphoid_tissue
bone_marrow,IRAK1,Medium,Supported,hematopoietic_cells
breast,IRAK1,High,Supported,glandular_cells
breast,IRAK1,Medium,Supported,myoepithelial_cells
bronchus,IRAK1,Medium,Supported,respiratory_epithelial_cells
caudate,IRAK1,Medium,Supported,glial_cells
caudate,IRAK1,Medium,Supported,neuronal_cells
cerebellum,IRAK1,High,Supported,cells_in_granular_layer
cerebellum,IRAK1,Low,Supported,cells_in_molecular_layer
cerebellum,IRAK1,Medium,Supported,Purkinje_cells
cerebral_cortex,IRAK1,Medium,Supported,glial_cells
cerebral_cortex,IRAK1,High,Supported,neuronal_cells
cerebral_cortex,IRAK1,Medium,Supported,neuropil
cervix__uterine,IRAK1,Medium,Supported,glandular_cells
cervix__uterine,IRAK1,Medium,Supported,squamous_epithelial_cells
colon,IRAK1,Low,Supported,endothelial_cells
colon,IRAK1,High,Supported,glandular_cells
colon,IRAK1,High,Supported,peripheral_nerve_ganglion
duodenum,IRAK1,Medium,Supported,glandular_cells
endometrium_1,IRAK1,Low,Supported,cells_in_endometrial_stroma
endometrium_1,IRAK1,Medium,Supported,glandular_cells
endometrium_2,IRAK1,Medium,Supported,glandular_cells
epididymis,IRAK1,Low,Supported,glandular_cells
esophagus,IRAK1,Medium,Supported,squamous_epithelial_cells
fallopian_tube,IRAK1,Medium,Supported,glandular_cells
gallbladder,IRAK1,Medium,Supported,glandular_cells
heart_muscle,IRAK1,Low,Supported,myocytes
hippocampus,IRAK1,High,Supported,glial_cells
hippocampus,IRAK1,High,Supported,neuronal_cells
kidney,IRAK1,Low,Supported,cells_in_glomeruli
kidney,IRAK1,Low,Supported,cells_in_tubules
liver,IRAK1,Low,Supported,bile_duct_cells
liver,IRAK1,Medium,Supported,hepatocytes
lung,IRAK1,Medium,Supported,macrophages
lung,IRAK1,Low,Supported,pneumocytes
lymph_node,IRAK1,Medium,Supported,germinal_center_cells
lymph_node,IRAK1,Medium,Supported,non_germinal_center_cells
nasopharynx,IRAK1,Medium,Supported,respiratory_epithelial_cells
oral_mucosa,IRAK1,Medium,Supported,squamous_epithelial_cells
ovary,IRAK1,High,Supported,follicle_cells
ovary,IRAK1,Low,Supported,ovarian_stroma_cells
pancreas,IRAK1,High,Supported,exocrine_glandular_cells
pancreas,IRAK1,Low,Supported,islets_of_Langerhans
parathyroid_gland,IRAK1,Low,Supported,glandular_cells
placenta,IRAK1,Medium,Supported,decidual_cells
placenta,IRAK1,High,Supported,trophoblastic_cells
prostate,IRAK1,Medium,Supported,glandular_cells
rectum,IRAK1,High,Supported,glandular_cells
salivary_gland,IRAK1,High,Supported,glandular_cells
seminal_vesicle,IRAK1,Low,Supported,glandular_cells
skin_1,IRAK1,Medium,Supported,fibroblasts
skin_1,IRAK1,Low,Supported,keratinocytes
skin_1,IRAK1,Low,Supported,Langerhans
skin_1,IRAK1,Low,Supported,melanocytes
skin_2,IRAK1,Medium,Supported,epidermal_cells
small_intestine,IRAK1,Medium,Supported,glandular_cells
soft_tissue_1,IRAK1,Medium,Supported,fibroblasts
soft_tissue_1,IRAK1,Low,Supported,peripheral_nerve
soft_tissue_2,IRAK1,Low,Supported,fibroblasts
soft_tissue_2,IRAK1,Low,Supported,peripheral_nerve
spleen,IRAK1,Low,Supported,cells_in_red_pulp
spleen,IRAK1,Medium,Supported,cells_in_white_pulp
stomach_1,IRAK1,Medium,Supported,glandular_cells
stomach_2,IRAK1,Medium,Supported,glandular_cells
testis,IRAK1,Medium,Supported,cells_in_seminiferous_ducts
testis,IRAK1,Medium,Supported,Leydig_cells
thyroid_gland,IRAK1,Medium,Supported,glandular_cells
tonsil,IRAK1,Medium,Supported,germinal_center_cells
tonsil,IRAK1,Medium,Supported,non_germinal_center_cells
tonsil,IRAK1,Low,Supported,squamous_epithelial_cells
urinary_bladder,IRAK1,Medium,Supported,urothelial_cells
vagina,IRAK1,Medium,Supported,squamous_epithelial_cells
adrenal_gland,TRADD,Medium,Approved,glandular_cells
bone_marrow,TRADD,High,Approved,hematopoietic_cells
breast,TRADD,Medium,Approved,glandular_cells
breast,TRADD,Low,Approved,myoepithelial_cells
bronchus,TRADD,Medium,Approved,respiratory_epithelial_cells
caudate,TRADD,Low,Approved,neuronal_cells
cerebral_cortex,TRADD,Low,Approved,endothelial_cells
cervix__uterine,TRADD,High,Approved,glandular_cells
colon,TRADD,Low,Approved,endothelial_cells
colon,TRADD,Low,Approved,glandular_cells
colon,TRADD,Low,Approved,peripheral_nerve_ganglion
duodenum,TRADD,Low,Approved,glandular_cells
endometrium_1,TRADD,High,Approved,glandular_cells
endometrium_2,TRADD,Low,Approved,cells_in_endometrial_stroma
endometrium_2,TRADD,Low,Approved,glandular_cells
epididymis,TRADD,Low,Approved,glandular_cells
esophagus,TRADD,Low,Approved,squamous_epithelial_cells
fallopian_tube,TRADD,Medium,Approved,glandular_cells
gallbladder,TRADD,Medium,Approved,glandular_cells
hippocampus,TRADD,Low,Approved,neuronal_cells
kidney,TRADD,Low,Approved,cells_in_tubules
lung,TRADD,Medium,Approved,macrophages
lymph_node,TRADD,Medium,Approved,germinal_center_cells
lymph_node,TRADD,High,Approved,non_germinal_center_cells
nasopharynx,TRADD,Medium,Approved,respiratory_epithelial_cells
oral_mucosa,TRADD,Low,Approved,squamous_epithelial_cells
parathyroid_gland,TRADD,Medium,Approved,glandular_cells
placenta,TRADD,Medium,Approved,decidual_cells
prostate,TRADD,Low,Approved,glandular_cells
rectum,TRADD,Low,Approved,glandular_cells
salivary_gland,TRADD,Low,Approved,glandular_cells
skin_1,TRADD,Low,Approved,keratinocytes
skin_1,TRADD,Low,Approved,Langerhans
skin_1,TRADD,Low,Approved,melanocytes
skin_2,TRADD,Low,Approved,epidermal_cells
smooth_muscle,TRADD,Low,Approved,smooth_muscle_cells
soft_tissue_1,TRADD,Low,Approved,fibroblasts
soft_tissue_2,TRADD,Low,Approved,peripheral_nerve
spleen,TRADD,High,Approved,cells_in_red_pulp
spleen,TRADD,Low,Approved,cells_in_white_pulp
stomach_1,TRADD,Medium,Approved,glandular_cells
stomach_2,TRADD,Low,Approved,glandular_cells
testis,TRADD,Low,Approved,cells_in_seminiferous_ducts
testis,TRADD,Low,Approved,Leydig_cells
thyroid_gland,TRADD,Medium,Approved,glandular_cells
tonsil,TRADD,Low,Approved,germinal_center_cells
tonsil,TRADD,High,Approved,non_germinal_center_cells
tonsil,TRADD,Low,Approved,squamous_epithelial_cells
urinary_bladder,TRADD,Low,Approved,urothelial_cells
vagina,TRADD,Medium,Approved,squamous_epithelial_cells
appendix,ALDH1A1,Low,Approved,glandular_cells
appendix,ALDH1A1,Low,Approved,lymphoid_tissue
bone_marrow,ALDH1A1,Low,Approved,hematopoietic_cells
bronchus,ALDH1A1,Medium,Approved,respiratory_epithelial_cells
caudate,ALDH1A1,Low,Approved,neuronal_cells
cerebellum,ALDH1A1,Low,Approved,cells_in_molecular_layer
duodenum,ALDH1A1,Low,Approved,glandular_cells
endometrium_1,ALDH1A1,Low,Approved,cells_in_endometrial_stroma
endometrium_2,ALDH1A1,Low,Approved,cells_in_endometrial_stroma
epididymis,ALDH1A1,High,Approved,glandular_cells
gallbladder,ALDH1A1,Medium,Approved,glandular_cells
hippocampus,ALDH1A1,Low,Approved,neuronal_cells
kidney,ALDH1A1,Low,Approved,cells_in_tubules
liver,ALDH1A1,Low,Approved,bile_duct_cells
liver,ALDH1A1,Medium,Approved,hepatocytes
lung,ALDH1A1,Low,Approved,macrophages
lung,ALDH1A1,Low,Approved,pneumocytes
nasopharynx,ALDH1A1,Low,Approved,respiratory_epithelial_cells
ovary,ALDH1A1,Low,Approved,ovarian_stroma_cells
pancreas,ALDH1A1,Medium,Approved,exocrine_glandular_cells
pancreas,ALDH1A1,Medium,Approved,islets_of_Langerhans
skin_1,ALDH1A1,Low,Approved,fibroblasts
skin_2,ALDH1A1,Low,Approved,epidermal_cells
small_intestine,ALDH1A1,Low,Approved,glandular_cells
soft_tissue_1,ALDH1A1,Medium,Approved,adipocytes
soft_tissue_1,ALDH1A1,Medium,Approved,fibroblasts
soft_tissue_1,ALDH1A1,Medium,Approved,peripheral_nerve
soft_tissue_2,ALDH1A1,Medium,Approved,adipocytes
soft_tissue_2,ALDH1A1,Medium,Approved,fibroblasts
soft_tissue_2,ALDH1A1,Medium,Approved,peripheral_nerve
stomach_1,ALDH1A1,High,Approved,glandular_cells
stomach_2,ALDH1A1,Medium,Approved,glandular_cells
testis,ALDH1A1,Medium,Approved,cells_in_seminiferous_ducts
testis,ALDH1A1,Low,Approved,Leydig_cells
thyroid_gland,ALDH1A1,Medium,Approved,glandular_cells
tonsil,ALDH1A1,Low,Approved,germinal_center_cells
tonsil,ALDH1A1,Low,Approved,squamous_epithelial_cells
adrenal_gland,ADH1C,Low,Supported,glandular_cells
appendix,ADH1C,Medium,Supported,glandular_cells
appendix,ADH1C,Medium,Supported,lymphoid_tissue
bone_marrow,ADH1C,Low,Supported,hematopoietic_cells
breast,ADH1C,Medium,Supported,adipocytes
caudate,ADH1C,Low,Supported,neuronal_cells
cerebellum,ADH1C,Low,Supported,cells_in_granular_layer
cerebellum,ADH1C,Low,Supported,Purkinje_cells
cerebral_cortex,ADH1C,Low,Supported,endothelial_cells
colon,ADH1C,Low,Supported,glandular_cells
duodenum,ADH1C,Medium,Supported,glandular_cells
epididymis,ADH1C,Medium,Supported,glandular_cells
esophagus,ADH1C,Medium,Supported,squamous_epithelial_cells
fallopian_tube,ADH1C,Low,Supported,glandular_cells
gallbladder,ADH1C,Medium,Supported,glandular_cells
heart_muscle,ADH1C,Low,Supported,myocytes
hippocampus,ADH1C,Low,Supported,neuronal_cells
kidney,ADH1C,Medium,Supported,cells_in_tubules
liver,ADH1C,High,Supported,hepatocytes
lung,ADH1C,Low,Supported,macrophages
lung,ADH1C,Low,Supported,pneumocytes
lymph_node,ADH1C,Low,Supported,non_germinal_center_cells
oral_mucosa,ADH1C,Medium,Supported,squamous_epithelial_cells
parathyroid_gland,ADH1C,Low,Supported,glandular_cells
rectum,ADH1C,Medium,Supported,glandular_cells
salivary_gland,ADH1C,Low,Supported,glandular_cells
seminal_vesicle,ADH1C,Medium,Supported,glandular_cells
skeletal_muscle,ADH1C,Low,Supported,myocytes
small_intestine,ADH1C,Medium,Supported,glandular_cells
soft_tissue_1,ADH1C,Low,Supported,adipocytes
soft_tissue_1,ADH1C,Low,Supported,chondrocytes
spleen,ADH1C,Low,Supported,cells_in_red_pulp
spleen,ADH1C,Low,Supported,cells_in_white_pulp
stomach_1,ADH1C,Medium,Supported,glandular_cells
stomach_2,ADH1C,Medium,Supported,glandular_cells
testis,ADH1C,Low,Supported,cells_in_seminiferous_ducts
testis,ADH1C,Low,Supported,Leydig_cells
thyroid_gland,ADH1C,Low,Supported,glandular_cells
tonsil,ADH1C,Low,Supported,germinal_center_cells
tonsil,ADH1C,Low,Supported,non_germinal_center_cells
tonsil,ADH1C,Low,Supported,squamous_epithelial_cells
urinary_bladder,ADH1C,Medium,Supported,urothelial_cells
vagina,ADH1C,Low,Supported,squamous_epithelial_cells
adrenal_gland,TRAF6,Medium,Approved,glandular_cells
appendix,TRAF6,Medium,Approved,glandular_cells
appendix,TRAF6,Medium,Approved,lymphoid_tissue
bone_marrow,TRAF6,Medium,Approved,hematopoietic_cells
breast,TRAF6,Medium,Approved,glandular_cells
breast,TRAF6,Medium,Approved,myoepithelial_cells
bronchus,TRAF6,Low,Approved,respiratory_epithelial_cells
caudate,TRAF6,Low,Approved,glial_cells
caudate,TRAF6,Medium,Approved,neuronal_cells
cerebellum,TRAF6,Low,Approved,cells_in_granular_layer
cerebellum,TRAF6,Low,Approved,cells_in_molecular_layer
cerebellum,TRAF6,Low,Approved,Purkinje_cells
cerebral_cortex,TRAF6,Low,Approved,glial_cells
cerebral_cortex,TRAF6,Medium,Approved,neuronal_cells
cervix__uterine,TRAF6,Medium,Approved,glandular_cells
cervix__uterine,TRAF6,Low,Approved,squamous_epithelial_cells
colon,TRAF6,Medium,Approved,endothelial_cells
colon,TRAF6,Medium,Approved,glandular_cells
colon,TRAF6,Medium,Approved,peripheral_nerve_ganglion
duodenum,TRAF6,Medium,Approved,glandular_cells
endometrium_1,TRAF6,Low,Approved,cells_in_endometrial_stroma
endometrium_1,TRAF6,Medium,Approved,glandular_cells
endometrium_2,TRAF6,Low,Approved,cells_in_endometrial_stroma
endometrium_2,TRAF6,Medium,Approved,glandular_cells
epididymis,TRAF6,Medium,Approved,glandular_cells
esophagus,TRAF6,Medium,Approved,squamous_epithelial_cells
fallopian_tube,TRAF6,Medium,Approved,glandular_cells
gallbladder,TRAF6,Medium,Approved,glandular_cells
heart_muscle,TRAF6,Medium,Approved,myocytes
hippocampus,TRAF6,Low,Approved,glial_cells
hippocampus,TRAF6,Medium,Approved,neuronal_cells
kidney,TRAF6,Low,Approved,cells_in_glomeruli
kidney,TRAF6,Medium,Approved,cells_in_tubules
liver,TRAF6,Medium,Approved,bile_duct_cells
liver,TRAF6,Medium,Approved,hepatocytes
lung,TRAF6,Low,Approved,macrophages
lymph_node,TRAF6,Medium,Approved,germinal_center_cells
lymph_node,TRAF6,Medium,Approved,non_germinal_center_cells
nasopharynx,TRAF6,Medium,Approved,respiratory_epithelial_cells
oral_mucosa,TRAF6,Medium,Approved,squamous_epithelial_cells
ovary,TRAF6,Low,Approved,ovarian_stroma_cells
pancreas,TRAF6,Medium,Approved,exocrine_glandular_cells
pancreas,TRAF6,Medium,Approved,islets_of_Langerhans
parathyroid_gland,TRAF6,Medium,Approved,glandular_cells
placenta,TRAF6,Medium,Approved,trophoblastic_cells
prostate,TRAF6,Medium,Approved,glandular_cells
rectum,TRAF6,Medium,Approved,glandular_cells
salivary_gland,TRAF6,Medium,Approved,glandular_cells
seminal_vesicle,TRAF6,Medium,Approved,glandular_cells
skeletal_muscle,TRAF6,Medium,Approved,myocytes
skin_1,TRAF6,Medium,Approved,fibroblasts
skin_1,TRAF6,Medium,Approved,keratinocytes
skin_1,TRAF6,Medium,Approved,melanocytes
skin_2,TRAF6,Medium,Approved,epidermal_cells
small_intestine,TRAF6,Low,Approved,glandular_cells
smooth_muscle,TRAF6,Low,Approved,smooth_muscle_cells
soft_tissue_1,TRAF6,Low,Approved,adipocytes
soft_tissue_1,TRAF6,Medium,Approved,chondrocytes
soft_tissue_1,TRAF6,Medium,Approved,fibroblasts
soft_tissue_1,TRAF6,Low,Approved,peripheral_nerve
soft_tissue_2,TRAF6,Low,Approved,adipocytes
soft_tissue_2,TRAF6,Medium,Approved,fibroblasts
spleen,TRAF6,Medium,Approved,cells_in_red_pulp
spleen,TRAF6,Low,Approved,cells_in_white_pulp
stomach_1,TRAF6,Medium,Approved,glandular_cells
stomach_2,TRAF6,Medium,Approved,glandular_cells
testis,TRAF6,Medium,Approved,cells_in_seminiferous_ducts
testis,TRAF6,Medium,Approved,Leydig_cells
thyroid_gland,TRAF6,Medium,Approved,glandular_cells
tonsil,TRAF6,Medium,Approved,germinal_center_cells
tonsil,TRAF6,Medium,Approved,non_germinal_center_cells
tonsil,TRAF6,Medium,Approved,squamous_epithelial_cells
urinary_bladder,TRAF6,Medium,Approved,urothelial_cells
vagina,TRAF6,Low,Approved,squamous_epithelial_cells
adrenal_gland,JAK2,Medium,Approved,glandular_cells
appendix,JAK2,Medium,Approved,glandular_cells
appendix,JAK2,Medium,Approved,lymphoid_tissue
bone_marrow,JAK2,Medium,Approved,hematopoietic_cells
breast,JAK2,Low,Approved,glandular_cells
breast,JAK2,Medium,Approved,myoepithelial_cells
bronchus,JAK2,Medium,Approved,respiratory_epithelial_cells
cerebellum,JAK2,Low,Approved,cells_in_molecular_layer
cerebellum,JAK2,Medium,Approved,Purkinje_cells
cerebral_cortex,JAK2,Medium,Approved,endothelial_cells
cerebral_cortex,JAK2,Low,Approved,neuronal_cells
colon,JAK2,High,Approved,endothelial_cells
colon,JAK2,Medium,Approved,glandular_cells
colon,JAK2,Medium,Approved,peripheral_nerve_ganglion
duodenum,JAK2,Medium,Approved,glandular_cells
endometrium_1,JAK2,Low,Approved,cells_in_endometrial_stroma
endometrium_1,JAK2,Low,Approved,glandular_cells
endometrium_2,JAK2,Low,Approved,glandular_cells
epididymis,JAK2,Low,Approved,glandular_cells
fallopian_tube,JAK2,Low,Approved,glandular_cells
gallbladder,JAK2,High,Approved,glandular_cells
heart_muscle,JAK2,Low,Approved,myocytes
hippocampus,JAK2,Low,Approved,neuronal_cells
kidney,JAK2,Medium,Approved,cells_in_glomeruli
kidney,JAK2,Medium,Approved,cells_in_tubules
liver,JAK2,Medium,Approved,hepatocytes
lung,JAK2,High,Approved,macrophages
lung,JAK2,Low,Approved,pneumocytes
lymph_node,JAK2,Medium,Approved,germinal_center_cells
lymph_node,JAK2,High,Approved,non_germinal_center_cells
nasopharynx,JAK2,Low,Approved,respiratory_epithelial_cells
oral_mucosa,JAK2,Low,Approved,squamous_epithelial_cells
ovary,JAK2,Low,Approved,follicle_cells
pancreas,JAK2,Low,Approved,exocrine_glandular_cells
parathyroid_gland,JAK2,Medium,Approved,glandular_cells
placenta,JAK2,Low,Approved,decidual_cells
placenta,JAK2,Low,Approved,trophoblastic_cells
rectum,JAK2,Medium,Approved,glandular_cells
salivary_gland,JAK2,Low,Approved,glandular_cells
seminal_vesicle,JAK2,Medium,Approved,glandular_cells
skin_1,JAK2,Medium,Approved,Langerhans
skin_1,JAK2,Medium,Approved,melanocytes
small_intestine,JAK2,Medium,Approved,glandular_cells
smooth_muscle,JAK2,Low,Approved,smooth_muscle_cells
soft_tissue_1,JAK2,Low,Approved,fibroblasts
soft_tissue_2,JAK2,Low,Approved,adipocytes
spleen,JAK2,Medium,Approved,cells_in_red_pulp
spleen,JAK2,Medium,Approved,cells_in_white_pulp
stomach_1,JAK2,Low,Approved,glandular_cells
stomach_2,JAK2,Low,Approved,glandular_cells
testis,JAK2,Medium,Approved,cells_in_seminiferous_ducts
testis,JAK2,Medium,Approved,Leydig_cells
thyroid_gland,JAK2,Medium,Approved,glandular_cells
tonsil,JAK2,Low,Approved,germinal_center_cells
tonsil,JAK2,High,Approved,non_germinal_center_cells
tonsil,JAK2,Medium,Approved,squamous_epithelial_cells
urinary_bladder,JAK2,Low,Approved,urothelial_cells
adrenal_gland,CHUK,Low,Approved,glandular_cells
appendix,CHUK,Medium,Approved,glandular_cells
appendix,CHUK,Medium,Approved,lymphoid_tissue
bone_marrow,CHUK,High,Approved,hematopoietic_cells
breast,CHUK,Low,Approved,adipocytes
breast,CHUK,Medium,Approved,glandular_cells
breast,CHUK,Medium,Approved,myoepithelial_cells
bronchus,CHUK,High,Approved,respiratory_epithelial_cells
caudate,CHUK,Medium,Approved,glial_cells
caudate,CHUK,Medium,Approved,neuronal_cells
cerebellum,CHUK,Medium,Approved,cells_in_granular_layer
cerebellum,CHUK,Medium,Approved,cells_in_molecular_layer
cerebellum,CHUK,High,Approved,Purkinje_cells
cerebral_cortex,CHUK,Medium,Approved,endothelial_cells
cerebral_cortex,CHUK,Medium,Approved,glial_cells
cerebral_cortex,CHUK,High,Approved,neuronal_cells
cerebral_cortex,CHUK,Medium,Approved,neuropil
cervix__uterine,CHUK,Medium,Approved,glandular_cells
cervix__uterine,CHUK,Medium,Approved,squamous_epithelial_cells
colon,CHUK,Medium,Approved,endothelial_cells
colon,CHUK,Medium,Approved,glandular_cells
colon,CHUK,Medium,Approved,peripheral_nerve_ganglion
duodenum,CHUK,High,Approved,glandular_cells
endometrium_1,CHUK,Medium,Approved,cells_in_endometrial_stroma
endometrium_1,CHUK,Medium,Approved,glandular_cells
endometrium_2,CHUK,Low,Approved,cells_in_endometrial_stroma
endometrium_2,CHUK,Medium,Approved,glandular_cells
epididymis,CHUK,Medium,Approved,glandular_cells
esophagus,CHUK,Medium,Approved,squamous_epithelial_cells
fallopian_tube,CHUK,Medium,Approved,glandular_cells
gallbladder,CHUK,High,Approved,glandular_cells
heart_muscle,CHUK,Medium,Approved,myocytes
